voltage1 (V),voltage2 (V)
1.7106772057252724,1.61492428357799
1.6784262215033416,1.6162993255409406
1.645925229651784,1.6072990508743554
1.6310497756889553,1.596798730430006
1.6428001342814416,1.5981737723929563
1.667675893429365,1.6036739402447586
1.675676137577441,1.5999238258003479
1.6703009735404524,1.585298379467147
1.677551194799646,1.5690478835413677
1.687051484725486,1.563047700430311
1.6953017365031893,1.561797662282174
1.7046770226142156,1.5787981810968352
1.7094271675771355,1.58879848628193
1.6966767784661398,1.5814232612079226
1.6768011719107638,1.5716729636524553
1.6738010803552354,1.5672978301339764
1.670050965910825,1.5784231696523943
1.6769261757255778,1.578923184911649
1.6781762138737144,1.5690478835413677
1.6854264351329082,1.5649227576525162
1.684301400799585,1.5847983642078922
1.6754261299478135,1.6007988525040437
1.6744260994293039,1.6072990508743554
1.6911766106143375,1.6077990661336101
1.7158023621326335,1.6014238715781122
1.7141773125400557,1.6025489059114353
1.6778012024292734,1.6144242683187355
1.6356749168370617,1.6199244361705374
1.6384250007629628,1.6215494857631152
1.666425855281228,1.6270496536149175
1.6780512100589007,1.6376749778740807
1.6898015686513872,1.6391750236518448
1.7075521103549303,1.6269246498001038
1.7145523239844966,1.6204244514297923
1.6840513931699574,1.6217994933927427
1.677926206244087,1.624924588763085
1.693426679280984,1.6334248481704154
1.7045520187994019,1.6449251991332745
1.7101771904660177,1.6481752983184301
1.7075521103549303,1.6454252143925292
1.6976768089846492,1.6440501724295786
1.7030519730216378,1.633174840540788
1.7146773277993104,1.6241745658742028
1.712802270577105,1.62917471846675
1.7078021179845577,1.6367999511703848
1.7086771446882534,1.635924924466689
1.7150523392437513,1.627174657429731
1.7248026367992186,1.613424237800226
1.738553056428724,1.618549394207587
1.7133022858363598,1.6438001647999512
1.6619257179479354,1.6559255348368787
1.6476752830591754,1.6444251838740198
1.6694259468367565,1.6217994933927427
1.698926847132786,1.6139242530594806
1.7030519730216378,1.6194244209112827
1.6898015686513872,1.635549913022248
1.6924266487624744,1.6468002563554796
1.704052003540147,1.6454252143925292
1.7024269539475692,1.6486753135776848
1.6825513473921934,1.645050202948088
1.668800927762688,1.6346748863185523
1.6920516373180334,1.6255496078371532
1.7010519119846188,1.6409250770592365
1.6571755729850153,1.6615507065034945
1.635924924466689,1.6730510574663533
1.6267996459852903,1.668050904873806
1.6377999816888944,1.6515504013183995
1.6686759239478743,1.6458002258369702
1.684301400799585,1.6606756797997986
1.660925687429426,1.6821763359477524
1.6433001495406965,1.6861764580217904
1.6561755424665061,1.6776761986144597
1.6734260689107945,1.6631757560960723
1.6374249702444532,1.6600506607257304
1.6132992339854122,1.6621757255775629
1.6444251838740198,1.660925687429426
1.6645507980590228,1.6645507980590228
1.629674733726005,1.671676015503403
1.595173680837428,1.666050843836787
1.5851733756523332,1.6626757408368176
1.5885484786523028,1.669300943021943
1.597173741874447,1.6659258400219734
1.6119241920224616,1.6509253822443313
1.6289247108371228,1.644675191503647
1.6535504623554185,1.6505503707998903
1.6856764427625355,1.6614257026886807
1.6749261146885588,1.6594256416516617
1.6167993408001955,1.6488003173924985
1.595173680837428,1.6433001495406965
1.630799768059328,1.6503003631702629
1.6834263740958892,1.6621757255775629
1.683051362651448,1.6646758018738366
1.6489253212073123,1.6695509506515702
1.595173680837428,1.6674258857997375
1.585298379467147,1.6573005767998292
1.6004238410596028,1.6643007904293954
1.6164243293557543,1.6743010956144901
1.6327998290963468,1.675176122318186
1.6504253669850764,1.669675954466384
1.658550614947966,1.6646758018738366
1.6665508590960418,1.662800744651631
1.6548005005035553,1.6608006836146123
1.6559255348368787,1.6559255348368787
1.6596756492812892,1.6549255043183693
1.6290497146519365,1.6581756035035249
1.594298654133732,1.6503003631702629
1.6077990661336101,1.641925107577746
1.6416750999481187,1.6408000732444226
1.6521754203924681,1.6440501724295786
1.6341748710592976,1.6372999664296397
1.6156743064668722,1.630799768059328
1.6222995086519973,1.6262996307260353
1.630799768059328,1.6195494247260964
1.6413000885036775,1.6034239326151312
1.666050843836787,1.5940486465041048
1.670800988799707,1.5981737723929563
